Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
177|2022-05-14 05:30:02,415158|15,69266151661976|-2,4823328151529678|44,49|20,66|13,78|0,69|3,52|340,058|57,187|26,298|0,02|0,042|0,027
178|2022-05-14 05:30:12,921991|15,169659712497793|-2,0730477489591395|44,61|20,49|13,6|0,91|3,12|339,989|56,14|26,24|0,016|0,045|0,028
179|2022-05-14 05:30:23,468189|14,643690911529566|-1,6644061783533346|44,41|19,73|13,49|0,15|2,51|339,133|57,533|24,128|0,015|0,042|0,025
180|2022-05-14 05:30:34,018291|14,116596815249364|-1,257740807223397|45,16|21,2|13,38|0,32|1,34|338,371|56,859|23,08|0,02|0,042|0,028
181|2022-05-14 05:30:44,578095|13,588177405097875|-0,8527868504208291|45,23|22,42|13,31|0,53|0,98|338,901|56,807|21,188|0,017|0,041|0,026
182|2022-05-14 05:30:55,134581|13,05908691463452|-0,44993353369759687|44,38|19,75|13,16|0,67|0,76|339,022|56,791|19,239|0,017|0,041|0,025
183|2022-05-14 05:31:05,693090|12,52913245219251|-0,048920306639593514|44,27|21,12|13,25|0,63|0,22|339,488|56,726|18,999|0,015|0,041|0,027
184|2022-05-14 05:31:16,241836|11,998896195412433|0,3499265837852304|44,27|20,41|13,36|0,72|-0,07|340,759|56,837|16,824|0,021|0,041|0,026
185|2022-05-14 05:31:26,803219|11,4673966872759|0,747455167013539|44,54|22,28|13,08|0,73|-0,57|340,547|57,286|15,914|0,014|0,042|0,026
186|2022-05-14 05:31:37,353748|10,935692450744913|1,1429821594065408|44,36|19,71|12,98|0,6|-1,12|340,754|58,233|13,92|0,017|0,041|0,025
187|2022-05-14 05:31:47,899491|10,403675394598341|1,5367003730017492|44,84|21,21|12,73|0,68|-1,89|341,864|58,434|12,321|0,021|0,042|0,027
188|2022-05-14 05:31:58,462659|9,87014089529899|1,9296045780840505|44,43|20,63|12,8|0,61|-2,44|342,416|59,527|10,974|0,021|0,041|0,027
189|2022-05-14 05:32:09,027556|9,335957700438776|2,321155342069491|44,36|20,23|12,81|0,62|-2,97|341,962|58,862|8,795|0,014|0,042|0,029
190|2022-05-14 05:32:19,581188|8,801803737701622|2,7109628042644927|44,38|21,96|12,61|0,6|-3,42|342,68|57,554|6,572|0,014|0,043|0,024
191|2022-05-14 05:32:30,124025|8,267705397904141|3,099116411595557|44,36|22,16|12,62|0,51|-3,88|343,111|57,482|5,43|0,022|0,041|0,024
192|2022-05-14 05:32:40,680421|7,732463412450382|3,4865896734295396|44,38|20,95|12,49|0,67|-4,59|342,105|58,547|4,531|0,02|0,04|0,026
193|2022-05-14 05:32:51,232886|7,196970595048548|3,8728358098702387|45,02|21,33|12,3|1,08|-5,1|342,126|58,612|2,188|0,021|0,041|0,026
194|2022-05-14 05:33:01,753395|6,662629486628205|4,256950325141912|45,11|20,67|12,5|1,31|-5,73|343,376|57,821|0,923|0,02|0,042|0,029
195|2022-05-14 05:33:12,298092|6,126868109516936|4,640883601592093|44,43|20,53|12,63|1,5|-6,1|342,891|57,42|359,648|0,015|0,041|0,027
196|2022-05-14 05:33:22,855759|5,590017623802868|5,024491556233509|44,63|19,97|12,52|1,54|-6,64|342,598|57,363|358,846|0,019|0,041|0,027
197|2022-05-14 05:33:33,415745|5,052750197789366|5,407390110018394|44,27|20,5|12,4|1,64|-7,3|342,325|56,728|357,031|0,014|0,043|0,027
198|2022-05-14 05:33:43,963898|4,515779462031522|5,789170142360046|44,68|21,3|12,45|1,45|-7,32|343,253|57,507|355,29|0,018|0,04|0,022
199|2022-05-14 05:33:54,504894|3,9790045023754455|6,170003382153476|44,7|20,69|12,41|1,43|-7,69|343,175|57,655|354,493|0,021|0,04|0,025
200|2022-05-14 05:34:05,035991|3,442451240741174|6,549970115817108|44,57|20,65|12,57|1,67|-8,33|343,374|55,979|354,111|0,021|0,042|0,022
201|2022-05-14 05:34:15,558980|2,906214974833006|6,9291007459703025|45,23|20,27|12,49|1,63|-8,9|343,026|56,345|351,687|0,016|0,042|0,029
202|2022-05-14 05:34:26,083925|2,3696872370140785|7,307921716069166|44,82|22,36|12,54|1,7|-9,23|343,276|56,027|350,0|0,018|0,042|0,027
203|2022-05-14 05:34:36,596358|1,8336555254792093|7,685972810968933|44,63|21,28|12,47|1,92|-9,9|343,06|55,523|348,397|0,018|0,042|0,028
204|2022-05-14 05:34:47,117027|1,297187058268746|8,064007120676733|44,63|20,19|12,64|2,09|-10,57|342,743|55,4|346,952|0,021|0,04|0,026
205|2022-05-14 05:34:57,629762|0,7610313094169486|8,441591138340353|44,56|21,16|12,77|2,17|-10,9|341,174|54,077|346,015|0,015|0,041|0,028
206|2022-05-14 05:35:08,138824|0,2250436843999865|8,818921424317464|44,29|19,86|12,72|2,37|-11,18|341,61|54,642|345,953|0,02|0,041|0,027
207|2022-05-14 05:35:18,638255|-0,31048540322776286|9,195887855766463|44,93|19,62|12,7|2,38|-11,33|340,705|55,57|343,767|0,018|0,042|0,025
208|2022-05-14 05:35:29,149261|-0,8464923233284543|9,573243677512842|44,56|20,86|12,6|2,68|-11,83|339,262|57,188|342,111|0,018|0,04|0,027
209|2022-05-14 05:35:39,643067|-1,381601161527219|9,950114100568106|44,52|22,75|12,78|2,77|-12,13|339,033|56,16|341,725|0,02|0,042|0,027
210|2022-05-14 05:35:50,154636|-1,9175072973630545|10,327787363648614|45,2|20,68|13,04|2,95|-12,92|338,801|55,981|341,007|0,016|0,042|0,028
211|2022-05-14 05:36:00,658960|-2,4529556618278225|10,705473621655198|45,14|21,04|13,1|3,63|-13,32|339,445|54,613|341,656|0,018|0,041|0,025
212|2022-05-14 05:36:11,148978|-2,9874340509399575|11,082904686254167|45,11|21,09|13,34|3,8|-13,51|340,114|54,468|339,968|0,014|0,041|0,024
213|2022-05-14 05:36:21,648927|-3,5222689640182807|11,461111396376566|44,24|20,37|13,26|3,97|-14,0|340,223|53,656|339,399|0,014|0,041|0,027
214|2022-05-14 05:36:32,154189|-4,057177684730244|11,83998988933012|45,14|20,06|13,31|4,09|-14,6|339,8|52,481|336,585|0,016|0,042|0,026
215|2022-05-14 05:36:42,638743|-4,590763581902409|12,218644443410959|45,05|21,32|13,31|4,25|-14,95|340,838|52,449|335,408|0,019|0,041|0,026
216|2022-05-14 05:36:53,143117|-5,125127674217211|12,598661452422608|45,07|20,54|13,35|4,4|-15,17|340,263|52,15|334,875|0,015|0,041|0,024
217|2022-05-14 05:37:03,638369|-5,658625433893095|12,978968334812102|44,31|19,28|13,64|4,59|-15,72|340,31|52,982|334,156|0,015|0,042|0,027
218|2022-05-14 05:37:14,134229|-6,191863544623112|13,360092644495023|44,27|20,9|13,86|4,76|-15,87|339,36|53,883|333,299|0,019|0,041|0,028
219|2022-05-14 05:37:24,630793|-6,724722245748639|13,742045790234336|44,59|21,48|14,01|4,85|-16,15|340,273|53,554|332,154|0,021|0,041|0,025
220|2022-05-14 05:37:35,119046|-7,256809165089784|14,12464262141486|44,7|20,83|14,37|5,04|-16,28|339,705|55,07|330,892|0,015|0,042|0,026
221|2022-05-14 05:37:45,611438|-7,788669875077711|14,508372814093875|44,65|18,21|14,49|5,3|-16,32|339,907|53,48|331,244|0,014|0,042|0,028
222|2022-05-14 05:37:56,105497|-8,320172826755327|14,893241284853996|45,13|22,72|14,56|5,48|-16,88|340,206|54,32|328,44|0,015|0,043|0,024
223|2022-05-14 05:38:06,596529|-8,850938021215688|15,279071724545657|44,59|20,05|14,42|5,59|-17,05|339,589|51,845|328,804|0,021|0,042|0,029
224|2022-05-14 05:38:17,088352|-9,381322956594031|15,666223833511724|44,33|22,35|14,58|5,82|-17,1|337,187|51,073|327,932|0,022|0,042|0,028
225|2022-05-14 05:38:27,584335|-9,911224809331387|16,05472470169092|45,07|19,28|14,69|5,92|-17,53|338,01|49,591|329,103|0,016|0,041|0,027
226|2022-05-14 05:38:38,068973|-10,440003339208427|16,444204637505777|44,52|20,3|14,78|5,97|-17,6|338,307|50,269|328,905|0,016|0,04|0,025
227|2022-05-14 05:38:48,555639|-10,968286816307078|16,8352271961742|44,91|20,94|15,04|6,35|-18,06|337,957|51,358|328,484|0,02|0,04|0,029
228|2022-05-14 05:38:59,050489|-11,496298032381075|17,228064099302337|44,31|20,58|15,06|6,22|-18,57|338,372|51,775|325,891|0,018|0,042|0,027
229|2022-05-14 05:39:09,557380|-12,024208407521426|17,622953913340062|44,29|21,0|15,27|6,22|-18,7|337,586|51,016|325,62|0,022|0,041|0,028
230|2022-05-14 05:39:20,053283|-12,550860244390565|18,019137536886557|44,45|21,43|15,24|6,52|-18,93|336,566|50,624|324,764|0,018|0,04|0,026
231|2022-05-14 05:39:30,562638|-13,077407565400343|18,417591865521587|45,16|20,93|15,3|6,82|-19,09|336,489|50,959|325,077|0,016|0,041|0,027
232|2022-05-14 05:39:41,070217|-13,60304772967235|18,817822472768984|44,98|20,64|15,21|7,12|-18,93|335,588|51,351|322,821|0,014|0,042|0,026
233|2022-05-14 05:39:51,587261|-14,128337875657841|19,22036707697459|44,49|20,14|15,34|7,17|-18,75|335,399|51,558|322,813|0,019|0,041|0,025
234|2022-05-14 05:40:02,067181|-14,651059587529694|19,623628367553827|44,75|20,39|15,49|7,41|-18,8|335,476|49,779|322,973|0,019|0,041|0,027
235|2022-05-14 05:40:12,577405|-15,174049793414591|20,02990426404179|44,49|20,63|15,45|7,31|-18,96|334,89|50,345|321,139|0,021|0,04|0,028
236|2022-05-14 05:40:23,083549|-15,696093294631645|20,438375213284193|45,09|21,01|15,73|7,53|-18,99|335,535|50,67|320,231|0,018|0,041|0,026
237|2022-05-14 05:40:33,610840|-16,218117390438927|20,849892021994382|44,61|20,5|15,54|7,78|-18,97|335,186|48,688|320,431|0,018|0,042|0,024
238|2022-05-14 05:40:44,114295|-16,737970996437117|21,262875848947672|45,05|20,76|15,55|8,35|-19,65|334,311|46,392|320,283|0,013|0,041|0,028
239|2022-05-14 05:40:54,634354|-17,25758088109819|21,678974816369806|44,38|20,83|15,63|8,72|-20,0|332,301|47,958|318,82|0,019|0,041|0,028
240|2022-05-14 05:41:05,136314|-17,775218423478673|22,09692612582644|44,2|20,69|15,91|9,08|-19,75|332,684|48,08|318,278|0,015|0,041|0,026
241|2022-05-14 05:41:15,648800|-18,292164309313296|22,51788362030625|45,05|19,27|15,73|9,09|-19,62|332,046|49,77|317,525|0,018|0,041|0,027
242|2022-05-14 05:41:26,159515|-18,80787259699226|22,94153276595202|44,66|20,47|15,93|9,19|-19,93|332,89|49,609|316,79|0,017|0,04|0,025
243|2022-05-14 05:41:36,690387|-19,323332069910567|23,368824289612817|45,13|20,61|16,14|9,47|-19,75|333,717|51,437|315,262|0,016|0,042|0,025
244|2022-05-14 05:41:47,194395|-19,836218740666567|23,797958231808963|44,84|20,86|15,85|9,68|-19,6|333,283|50,203|315,474|0,013|0,041|0,027
245|2022-05-14 05:41:57,713230|-20,348542870680784|24,230742701619548|44,25|21,44|16,1|9,74|-19,69|334,335|50,443|315,848|0,017|0,042|0,025
246|2022-05-14 05:42:08,220407|-20,85885805842232|24,666091558752246|44,59|21,3|16,2|9,94|-20,09|334,796|49,708|315,066|0,013|0,041|0,026
247|2022-05-14 05:42:18,719410|-21,36741628000874|25,104343730712046|45,11|20,66|16,2|10,1|-19,8|334,989|50,365|313,73|0,016|0,042|0,028
248|2022-05-14 05:42:29,234502|-21,87531651222272|25,546591214757843|44,33|20,59|16,02|10,49|-19,81|335,702|51,242|312,52|0,02|0,041|0,026
249|2022-05-14 05:42:39,729105|-22,380722694888117|25,9913738361568|44,27|20,27|16,23|10,46|-19,82|335,513|52,087|311,726|0,02|0,042|0,026
250|2022-05-14 05:42:50,209467|-22,883906876296898|26,439050904982402|44,34|21,61|16,31|10,47|-19,77|335,27|51,0|311,084|0,018|0,042|0,027
251|2022-05-14 05:43:00,711417|-23,38654327108783|26,891263536596483|44,2|18,91|16,32|10,44|-20,18|335,854|52,079|311,142|0,013|0,042|0,026
252|2022-05-14 05:43:11,200674|-23,886932738954233|27,34663846996407|45,11|20,6|16,26|10,48|-20,29|335,764|52,615|309,665|0,022|0,04|0,027
253|2022-05-14 05:43:21,699575|-24,38610209970455|27,806260004410735|45,14|21,08|16,17|10,72|-20,55|336,119|52,417|309,314|0,018|0,041|0,027
254|2022-05-14 05:43:32,199116|-24,88355916635521|28,269837969439724|44,4|20,81|16,03|10,55|-20,54|336,587|53,928|308,298|0,02|0,04|0,028
255|2022-05-14 05:43:42,691750|-25,378902189298483|28,73715094835428|44,97|19,2|16,05|10,86|-20,7|337,268|54,928|308,651|0,022|0,041|0,026
256|2022-05-14 05:43:53,163483|-25,871448658082233|29,20769322698489|44,52|21,16|15,97|10,94|-20,75|338,109|56,011|308,422|0,023|0,041|0,027
257|2022-05-14 05:44:03,651175|-26,362783741754498|29,683137932448712|44,57|19,79|15,81|10,85|-20,9|337,737|55,03|308,158|0,014|0,042|0,025
258|2022-05-14 05:44:14,143733|-26,852441044604284|30,16321867786458|45,02|20,05|16,0|10,85|-20,87|337,068|54,558|307,81|0,016|0,043|0,024
259|2022-05-14 05:44:24,624677|-27,33953470107666|30,64723181603142|44,22|20,85|15,91|10,71|-21,02|338,208|54,226|308,093|0,018|0,041|0,027
260|2022-05-14 05:44:35,108705|-27,82469647977549|31,135970449304583|44,27|20,85|16,03|10,83|-21,25|338,039|52,917|308,006|0,018|0,043|0,025
261|2022-05-14 05:44:45,587109|-28,307533624408666|31,62921459758181|45,16|20,59|15,92|10,99|-21,19|337,957|53,529|306,548|0,013|0,041|0,028
262|2022-05-14 05:44:56,064688|-28,78806580792453|32,12715804360937|44,5|20,4|15,63|11,11|-20,96|337,221|51,83|306,182|0,02|0,04|0,027
263|2022-05-14 05:45:06,549460|-29,266725311981343|32,630438807189265|44,41|20,71|15,34|11,31|-21,05|336,094|52,376|305,852|0,015|0,041|0,026
264|2022-05-14 05:45:16,999528|-29,741487384011137|33,13708718593094|44,54|20,61|15,05|11,13|-21,46|335,841|50,922|306,039|0,013|0,043|0,027
265|2022-05-14 05:45:27,466469|-30,214664190679187|33,64974266737331|44,18|20,74|14,99|11,2|-21,48|336,707|50,334|306,157|0,013|0,041|0,028
266|2022-05-14 05:45:37,947766|-30,68604481513581|34,16840729544416|44,41|19,21|15,09|11,5|-21,49|337,68|50,903|305,897|0,02|0,042|0,027
267|2022-05-14 05:45:48,415286|-31,154314413888198|34,69183479168907|44,27|20,75|15,21|11,36|-21,33|337,949|51,433|306,275|0,02|0,041|0,027
268|2022-05-14 05:45:58,891769|-31,620412256988594|35,221273743364144|45,13|20,75|15,09|11,53|-21,75|337,587|51,542|306,54|0,021|0,041|0,027
269|2022-05-14 05:46:09,368659|-32,083820192548494|35,756353591725656|44,57|20,61|14,88|11,48|-22,02|337,751|51,85|306,048|0,014|0,043|0,025
270|2022-05-14 05:46:19,856929|-32,54505084451936|36,29789358646245|44,88|21,1|14,77|11,48|-21,85|338,457|52,527|307,759|0,022|0,041|0,025
271|2022-05-14 05:46:30,341286|-33,00333810126761|36,84522352453422|44,41|20,78|14,68|11,67|-21,76|340,165|53,094|307,638|0,016|0,042|0,026
272|2022-05-14 05:46:40,812620|-33,458124101057344|37,39787510753174|44,61|20,13|14,54|11,67|-22,12|340,501|54,66|306,105|0,014|0,042|0,03
273|2022-05-14 05:46:51,296702|-33,91053775662674|37,957444980007246|45,09|20,1|14,15|11,66|-22,04|340,482|54,439|306,183|0,019|0,04|0,028
274|2022-05-14 05:47:01,785062|-34,360106533331845|38,52360503493559|44,38|20,62|13,94|11,83|-22,65|340,309|53,442|305,951|0,016|0,041|0,025
275|2022-05-14 05:47:12,269381|-34,80641244223364|39,09606639759631|45,13|21,39|14,08|11,83|-22,83|341,416|51,147|305,225|0,016|0,041|0,026
276|2022-05-14 05:47:22,742714|-35,248997497761245|39,674458267275114|44,25|19,42|13,95|11,8|-22,87|341,535|50,127|306,791|0,017|0,041|0,025
277|2022-05-14 05:47:33,213249|-35,68824174087863|40,25950070066167|44,33|20,28|13,93|11,86|-23,07|341,841|49,524|307,46|0,015|0,043|0,026
278|2022-05-14 05:47:43,680527|-36,123931194663335|40,85114839784494|44,61|21,36|14,05|11,77|-23,13|341,728|48,455|308,576|0,018|0,04|0,027
279|2022-05-14 05:47:54,164965|-36,55692836012663|41,45085035162762|44,47|21,01|13,92|11,58|-23,66|341,133|47,947|307,788|0,02|0,042|0,03
280|2022-05-14 05:48:04,637861|-36,98585499277169|42,05696731695962|44,18|21,34|13,76|11,23|-23,69|340,547|48,577|307,732|0,02|0,041|0,028
281|2022-05-14 05:48:15,122090|-37,411623137550365|42,671052146033034|45,04|21,46|13,62|11,43|-23,48|341,006|49,405|306,768|0,015|0,041|0,025
282|2022-05-14 05:48:25,592320|-37,83309159472639|43,29172528611263|44,25|20,84|13,39|11,8|-23,89|340,16|50,754|305,39|0,017|0,041|0,026
283|2022-05-14 05:48:36,086774|-38,25171445529636|43,92142442602548|44,31|21,88|12,91|11,8|-24,33|341,085|49,871|304,476|0,014|0,041|0,027
284|2022-05-14 05:48:46,539688|-38,6646971554281|44,5561909194736|44,47|20,89|12,89|11,81|-24,48|340,994|50,448|304,311|0,018|0,041|0,026
285|2022-05-14 05:48:56,999801|-39,07397506731803|45,19921533032067|44,49|20,69|12,98|11,76|-24,88|339,515|50,704|303,24|0,016|0,041|0,027
286|2022-05-14 05:49:07,462893|-39,47923976723904|45,85032490133552|44,41|20,74|12,88|11,53|-25,23|339,911|50,233|302,392|0,019|0,041|0,03
287|2022-05-14 05:49:17,957622|-39,88146921485691|46,51145923511405|44,57|23,3|12,84|11,52|-25,47|339,062|48,416|303,135|0,021|0,04|0,025
288|2022-05-14 05:49:28,445915|-40,279121645728|47,18044233397764|44,4|20,56|12,83|11,41|-25,34|338,212|49,014|302,6|0,015|0,043|0,027
289|2022-05-14 05:49:38,912007|-40,671408541964176|47,85618873365101|45,2|20,61|12,86|11,42|-25,27|338,4|49,019|302,56|0,014|0,041|0,028
290|2022-05-14 05:49:49,384925|-41,05941066794762|48,54083430064249|44,29|22,33|12,6|11,6|-25,2|338,453|48,756|301,822|0,014|0,042|0,024
291|2022-05-14 05:49:59,851374|-41,442484016783474|49,233561109703636|45,02|21,09|12,54|11,57|-25,6|339,641|47,934|302,486|0,015|0,042|0,026
292|2022-05-14 05:50:10,332233|-41,821276971313786|49,93588242380846|44,25|20,57|12,58|11,65|-26,07|339,615|48,125|301,2|0,019|0,042|0,027
293|2022-05-14 05:50:20,815765|-42,195259530198854|50,64718759313737|44,4|20,39|12,46|11,5|-26,61|340,48|49,52|300,439|0,015|0,041|0,025
294|2022-05-14 05:50:31,312439|-42,564589633681756|51,36814879552412|44,24|20,37|12,3|11,5|-26,96|340,082|50,254|299,96|0,016|0,042|0,027
295|2022-05-14 05:50:41,814257|-42,92893127032204|52,098495253345675|44,47|20,16|12,32|11,4|-27,52|339,689|50,827|298,496|0,014|0,041|0,025
296|2022-05-14 05:50:52,296710|-43,28728999734474|52,83653815324327|44,43|20,57|12,21|11,28|-27,74|339,487|49,269|299,356|0,019|0,042|0,027
297|2022-05-14 05:51:02,772798|-43,640011383271535|53,58326177292412|44,43|22,28|12,07|11,36|-28,11|339,354|49,912|299,227|0,019|0,041|0,026
298|2022-05-14 05:51:13,258647|-43,9874927267236|54,33986743663839|44,73|21,99|12,21|11,25|-28,55|339,427|49,727|299,176|0,015|0,042|0,026
299|2022-05-14 05:51:23,745828|-44,32935582152297|55,10592276687997|44,56|20,8|12,15|11,03|-28,39|338,389|50,025|298,324|0,019|0,041|0,027
300|2022-05-14 05:51:34,214337|-44,664767713659806|55,879864871756965|44,24|20,18|12,03|11,0|-28,69|338,6|51,515|296,672|0,018|0,041|0,024
301|2022-05-14 05:51:44,699724|-44,99474005925182|56,66437891189596|44,49|22,83|11,88|11,39|-29,24|337,634|52,307|295,035|0,019|0,041|0,028
302|2022-05-14 05:51:55,149341|-45,317547937797045|57,45566421066004|44,52|21,66|11,97|11,48|-29,45|337,496|51,637|294,162|0,02|0,042|0,026
303|2022-05-14 05:52:05,616935|-45,6347045007652|58,25773825251289|44,49|20,64|12,12|10,99|-29,89|337,706|50,796|294,532|0,02|0,04|0,027
304|2022-05-14 05:52:16,098665|-45,94593051938767|59,07038254789861|44,43|20,57|12,22|10,74|-30,45|337,46|52,212|294,659|0,02|0,041|0,025
305|2022-05-14 05:52:26,588972|-46,25092055370528|59,89326352020113|44,63|21,5|12,07|10,76|-30,91|336,841|51,193|294,566|0,02|0,04|0,026
306|2022-05-14 05:52:37,075498|-46,54910594228347|60,72524136573343|44,81|20,99|11,8|10,95|-31,32|337,652|52,059|293,998|0,017|0,042|0,026
307|2022-05-14 05:52:47,563266|-46,84055378187206|61,56687105598993|44,15|20,34|11,77|11,01|-31,39|337,675|53,072|292,585|0,016|0,041|0,027
308|2022-05-14 05:52:58,032816|-47,12458363994776|62,41650263879542|44,5|20,73|11,82|10,77|-31,52|337,136|53,288|293,117|0,019|0,041|0,024
309|2022-05-14 05:53:08,478617|-47,40093787134402|63,27356616297044|44,56|21,33|11,97|10,7|-31,65|337,064|52,477|293,174|0,015|0,042|0,029
310|2022-05-14 05:53:18,928712|-47,67024561817523|64,14030823313544|44,24|21,08|11,93|10,61|-31,93|336,262|51,199|293,654|0,019|0,043|0,024
311|2022-05-14 05:53:29,382871|-47,93235090798192|65,01665063116333|45,0|20,8|12,02|10,72|-32,09|337,534|51,312|294,482|0,02|0,041|0,024
312|2022-05-14 05:53:39,859974|-48,187553927907864|65,90411416798678|44,86|19,99|12,08|10,5|-32,49|338,274|51,094|294,983|0,015|0,041|0,026
313|2022-05-14 05:53:50,340999|-48,435243757729076|66,80110159009612|44,45|20,5|12,21|10,47|-32,84|339,384|52,727|293,91|0,016|0,042|0,027
314|2022-05-14 05:54:00,827123|-48,6752471224467|67,70741873543068|45,05|19,71|12,28|10,17|-32,77|338,921|53,049|293,037|0,015|0,04|0,028
315|2022-05-14 05:54:11,304592|-48,90716878797879|68,62193943198601|44,41|20,77|12,4|9,99|-33,35|339,22|52,542|294,03|0,014|0,042|0,027
316|2022-05-14 05:54:21,781568|-49,1310568241411|69,54519803406022|44,31|20,91|12,42|9,94|-33,87|338,342|51,95|295,438|0,02|0,041|0,027
317|2022-05-14 05:54:32,251882|-49,346624670724786|70,47635707382827|45,02|21,99|12,45|9,81|-34,43|339,241|52,229|295,73|0,021|0,041|0,026
318|2022-05-14 05:54:42,706791|-49,55359877861404|71,41447659300655|44,43|20,04|12,5|9,63|-34,83|338,832|53,041|295,141|0,016|0,041|0,026
319|2022-05-14 05:54:53,166122|-49,75226138803087|72,36114772852916|44,47|21,39|12,57|9,53|-34,97|337,299|54,158|294,117|0,021|0,041|0,025
320|2022-05-14 05:55:03,647939|-49,94277557030597|73,31771197649721|44,43|21,09|12,63|9,42|-35,1|336,573|54,54|293,462|0,017|0,042|0,026
321|2022-05-14 05:55:14,121039|-50,12446713928015|74,28126650603319|44,65|20,71|12,58|9,59|-35,28|336,758|53,182|294,488|0,014|0,041|0,026
322|2022-05-14 05:55:24,609173|-50,297599961650896|75,25364637174019|44,52|19,7|12,52|9,71|-35,6|336,06|52,187|295,842|0,02|0,041|0,025
323|2022-05-14 05:55:35,089256|-50,46167638920667|76,23249461115536|44,38|20,2|12,68|9,43|-36,25|336,332|53,323|295,532|0,014|0,041|0,026
324|2022-05-14 05:55:45,567808|-50,61669006590641|77,21807008012182|44,47|20,76|12,81|9,42|-37,0|336,358|52,896|295,176|0,018|0,042|0,03
325|2022-05-14 05:55:56,026086|-50,76228594353346|78,20828741888633|44,43|20,58|12,84|9,11|-37,67|337,264|53,125|295,45|0,015|0,042|0,027
326|2022-05-14 05:56:06,490434|-50,89874190194781|79,20526461150914|44,65|21,43|12,94|9,11|-37,61|337,653|54,486|295,322|0,02|0,04|0,026
327|2022-05-14 05:56:16,977990|-51,02615303902888|80,21037515788154|44,5|20,47|13,0|9,1|-37,95|338,204|55,101|295,904|0,016|0,042|0,029
328|2022-05-14 05:56:27,445354|-51,14389064210032|81,21906351033977|44,43|20,72|13,15|9,12|-38,18|337,557|54,921|296,05|0,017|0,043|0,027
329|2022-05-14 05:56:37,940254|-51,252393546657984|82,23554322351522|44,56|18,55|13,55|8,9|-38,75|337,985|54,492|294,732|0,014|0,04|0,026
330|2022-05-14 05:56:48,427156|-51,35118915263198|83,25601286465528|44,47|20,12|13,91|8,88|-39,07|338,395|54,535|294,981|0,02|0,041|0,026
331|2022-05-14 05:56:58,917219|-51,44032137584255|84,28122995260259|44,57|20,62|14,13|8,97|-39,18|337,364|55,616|295,877|0,017|0,042|0,027
332|2022-05-14 05:57:09,392687|-51,51956686615278|85,30878284965516|44,17|20,64|14,17|9,14|-39,72|337,429|54,078|296,461|0,02|0,041|0,026
333|2022-05-14 05:57:19,888135|-51,58913638538076|86,3418421004797|44,54|20,8|14,24|9,17|-40,08|336,776|53,391|297,313|0,02|0,04|0,028
334|2022-05-14 05:57:30,351711|-51,64864604775504|87,37482332975816|44,56|20,76|14,43|9,22|-40,49|336,157|52,075|297,908|0,013|0,042|0,028
335|2022-05-14 05:57:40,813091|-51,69826502817559|88,41017150663818|44,4|20,67|14,18|9,06|-40,74|335,649|50,463|299,027|0,017|0,041|0,029
336|2022-05-14 05:57:51,280653|-51,73798730706714|89,44822151714673|44,54|19,27|14,59|8,87|-41,26|335,59|49,409|298,533|0,017|0,041|0,026
337|2022-05-14 05:58:01,766026|-51,76779417687676|90,48973636821923|44,49|20,88|14,86|8,72|-41,35|335,529|47,542|299,418|0,019|0,042|0,028
338|2022-05-14 05:58:12,227663|-51,787550151817314|91,53002815770489|44,22|20,44|15,08|8,57|-41,68|336,666|47,868|299,76|0,015|0,043|0,025
339|2022-05-14 05:58:22,706755|-51,797327996775955|92,5727715168473|44,54|20,83|15,26|8,69|-41,79|337,742|47,803|299,946|0,018|0,041|0,026
340|2022-05-14 05:58:33,190453|-51,79707608535589|93,61621116877589|44,24|20,87|15,51|8,66|-41,87|338,082|48,82|298,902|0,014|0,04|0,026
341|2022-05-14 05:58:43,662372|-51,786804962115355|94,658240335561|45,11|20,65|15,52|8,55|-42,37|338,488|50,568|299,126|0,013|0,042|0,025
342|2022-05-14 05:58:54,123663|-51,76655434224495|95,69845562307205|45,05|22,49|16,04|8,41|-42,9|338,192|49,8|299,482|0,019|0,041|0,029
343|2022-05-14 05:59:04,595359|-51,73629469571961|96,73864713893204|45,02|20,87|16,39|8,32|-43,33|338,21|50,477|299,268|0,021|0,041|0,026
344|2022-05-14 05:59:15,063012|-51,69609681133301|97,77648006607244|44,54|20,39|16,69|8,08|-43,21|336,321|49,181|299,077|0,02|0,041|0,026
345|2022-05-14 05:59:25,553261|-51,6458497923055|98,81453376070449|44,63|19,93|16,95|8,09|-43,94|335,462|47,611|299,958|0,019|0,042|0,027
346|2022-05-14 05:59:36,013663|-51,58585936074678|99,84702047778774|44,65|20,51|17,06|8,24|-44,7|334,855|48,985|299,169|0,015|0,041|0,027
347|2022-05-14 05:59:46,475366|-51,51603412243113|100,87657483873839|44,49|21,09|17,22|8,46|-45,2|335,571|48,522|299,644|0,02|0,04|0,025
348|2022-05-14 05:59:56,928153|-51,43649964163584|101,90184273281194|44,45|19,78|17,33|8,59|-45,57|336,424|48,63|300,492|0,014|0,041|0,026
349|2022-05-14 06:00:07,403027|-51,34707420258313|102,92527481906423|44,57|21,0|17,56|8,68|-45,24|336,594|47,491|301,457|0,018|0,041|0,029
350|2022-05-14 06:00:17,866822|-51,24809900171952|103,94317092226855|44,91|20,97|17,94|8,67|-45,07|336,636|48,54|300,058|0,014|0,042|0,026
