Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
908|2022-05-14 07:38:10,297782|-44,701879101863554|106,5769679788833|44,72|21,01|23,63|7,06|-44,81|325,372|47,286|299,042|0,018|0,041|0,027
909|2022-05-14 07:38:20,774276|-44,366920647265545|107,35241154564383|43,95|22,43|24,24|6,93|-44,54|326,242|46,417|298,974|0,021|0,04|0,026
910|2022-05-14 07:38:31,253927|-44,026000683670645|108,11882181867807|44,49|20,91|24,86|7,05|-44,52|326,498|46,723|298,299|0,014|0,04|0,03
911|2022-05-14 07:38:41,732266|-43,67947976537209|108,87574340329355|44,02|20,63|25,1|7,15|-44,66|327,245|45,162|299,106|0,016|0,041|0,026
912|2022-05-14 07:38:52,187494|-43,328125761528675|109,62192875970382|44,59|20,15|25,35|7,52|-44,84|327,586|45,559|299,909|0,02|0,041|0,027
913|2022-05-14 07:39:02,655281|-42,97097307437626|110,35980922326016|44,22|19,95|25,86|7,6|-45,01|326,99|44,319|300,603|0,02|0,041|0,024
914|2022-05-14 07:39:13,114167|-42,608809253434714|111,08809367641334|44,63|20,74|26,26|7,69|-44,73|326,437|44,308|299,941|0,019|0,041|0,026
915|2022-05-14 07:39:23,585722|-42,24102400012067|111,80833701824766|43,83|20,96|26,69|7,73|-44,67|326,216|44,549|301,227|0,018|0,041|0,028
916|2022-05-14 07:39:34,081005|-41,86733674158266|112,5213266064972|43,88|20,71|27,07|8,0|-44,89|327,031|45,074|300,735|0,015|0,042|0,026
917|2022-05-14 07:39:44,577025|-41,488662770212784|113,22558495479466|44,5|20,86|27,56|7,79|-45,11|327,602|44,67|300,378|0,014|0,042|0,028
918|2022-05-14 07:39:55,037397|-41,10646325172519|113,91881123397764|43,81|20,73|27,96|7,83|-44,92|328,206|45,091|298,752|0,017|0,041|0,026
919|2022-05-14 07:40:05,505381|-40,71928628731468|114,60402999202103|44,15|20,68|28,33|7,85|-44,75|329,119|44,86|299,875|0,017|0,041|0,023
920|2022-05-14 07:40:15,976245|-40,32742629850985|115,28101145040625|43,88|21,16|28,74|8,03|-44,89|329,169|45,829|300,072|0,016|0,041|0,025
921|2022-05-14 07:40:26,456861|-39,930725996058904|115,95031041950013|44,02|19,76|29,18|8,2|-44,91|329,344|47,223|299,577|0,017|0,042|0,025
922|2022-05-14 07:40:36,934228|-39,52976597549851|116,61123882589008|44,73|21,82|29,55|8,06|-44,62|330,178|46,946|301,032|0,021|0,042|0,028
923|2022-05-14 07:40:47,403572|-39,12486965590948|117,26358950956762|43,85|21,03|29,85|7,91|-44,59|329,766|45,927|301,678|0,021|0,041|0,025
924|2022-05-14 07:40:57,871569|-38,71588751724967|117,9079202715942|43,93|21,27|30,32|8,07|-44,74|328,217|45,054|301,256|0,022|0,041|0,025
925|2022-05-14 07:41:08,330351|-38,30322699570339|118,54390147795002|43,69|20,57|30,88|7,93|-44,78|327,199|44,862|301,241|0,014|0,041|0,027
926|2022-05-14 07:41:18,798918|-37,886242195427634|119,1728125116575|43,99|23,09|31,24|7,69|-44,66|328,619|47,086|301,263|0,013|0,041|0,026
927|2022-05-14 07:41:29,276439|-37,46505448520925|119,7947143568112|43,88|20,88|31,75|7,69|-44,69|328,415|46,621|300,224|0,016|0,041|0,029
928|2022-05-14 07:41:39,755618|-37,04005356182344|120,40928745474221|43,79|21,2|31,97|8,11|-44,77|327,776|45,527|300,111|0,021|0,041|0,027
929|2022-05-14 07:41:50,234699|-36,611404808465295|121,0165608440162|43,99|21,24|32,08|8,42|-44,49|327,469|45,325|302,1|0,017|0,041|0,024
930|2022-05-14 07:42:00,712560|-36,17923439931451|121,61662337631547|44,09|21,17|32,45|8,5|-43,96|327,618|45,4|301,331|0,016|0,042|0,028
931|2022-05-14 07:42:11,198073|-35,74331858221236|122,21003670029098|43,77|22,66|32,97|8,51|-44,69|326,665|46,482|300,904|0,02|0,041|0,025
932|2022-05-14 07:42:21,675866|-35,3042732844508|122,79621698524856|43,88|20,79|33,73|8,5|-44,25|325,801|44,518|302,903|0,015|0,041|0,026
933|2022-05-14 07:42:32,161971|-34,86166278979993|123,37599614740569|44,08|21,58|34,25|8,51|-43,63|325,205|44,228|302,178|0,021|0,041|0,027
934|2022-05-14 07:42:42,629949|-34,416592421177974|123,94818919625362|44,65|19,15|34,71|8,56|-43,29|324,834|47,395|301,764|0,02|0,042|0,026
935|2022-05-14 07:42:53,110131|-33,96787586550456|124,51456996677247|44,06|20,17|34,99|8,77|-42,65|324,492|46,949|302,24|0,014|0,041|0,027
936|2022-05-14 07:43:03,579184|-33,516609975837206|125,07398800503272|43,99|20,77|35,46|8,2|-42,47|324,496|47,493|302,772|0,014|0,042|0,028
937|2022-05-14 07:43:14,057678|-33,06195693291528|125,62771505465629|43,92|20,98|35,6|8,54|-42,39|324,15|45,97|305,147|0,018|0,041|0,027
938|2022-05-14 07:43:24,535288|-32,60449162167138|126,17526566042551|44,01|20,83|35,88|8,8|-42,41|323,455|45,454|302,936|0,022|0,041|0,026
939|2022-05-14 07:43:35,022169|-32,14380419556435|126,71734188959738|44,09|20,2|36,13|8,68|-41,97|323,72|46,495|303,047|0,016|0,041|0,026
940|2022-05-14 07:43:45,508507|-31,68040825274602|127,25354553804678|44,15|21,59|36,49|8,71|-41,53|323,837|48,261|300,047|0,018|0,041|0,028
941|2022-05-14 07:43:55,989603|-31,214551083967223|127,7838103857885|43,76|19,94|36,75|8,91|-41,28|323,225|46,817|301,059|0,014|0,042|0,027
942|2022-05-14 07:44:06,508278|-30,74449389957669|128,3102864841153|43,85|20,82|37,21|9,18|-41,03|322,939|46,691|302,224|0,017|0,04|0,026
943|2022-05-14 07:44:17,013026|-30,272456865544928|128,83066453984807|43,77|20,46|37,61|9,25|-40,61|323,326|46,083|303,55|0,015|0,042|0,027
944|2022-05-14 07:44:27,530207|-29,79747449732817|129,34621313401718|44,09|21,26|37,55|9,4|-40,24|324,394|47,245|303,393|0,018|0,041|0,023
945|2022-05-14 07:44:38,043500|-29,320229282932488|129,8563808057471|43,72|21,42|38,07|9,38|-39,87|324,082|47,748|303,825|0,017|0,041|0,028
946|2022-05-14 07:44:48,553355|-28,840822193748533|130,36126108683524|44,01|20,82|38,53|9,42|-39,54|323,944|47,839|303,528|0,018|0,041|0,025
947|2022-05-14 07:44:59,064622|-28,359044584427497|130,86126533942314|43,85|21,09|38,85|9,52|-39,51|325,717|49,742|304,165|0,017|0,041|0,025
948|2022-05-14 07:45:09,568870|-27,875469829445738|131,3559913071703|43,77|21,56|39,15|9,51|-38,78|327,183|51,617|303,44|0,022|0,042|0,027
949|2022-05-14 07:45:20,057251|-27,390411950540003|131,8453227001281|43,88|21,94|39,28|9,36|-38,3|326,686|51,466|303,645|0,015|0,042|0,027
950|2022-05-14 07:45:30,550611|-26,90312491473143|132,33020063808016|44,72|20,99|39,5|9,49|-38,16|326,828|50,199|304,196|0,013|0,042|0,027
951|2022-05-14 07:45:41,020842|-26,4148716910708|132,80956026024816|44,09|18,45|39,75|9,66|-37,95|328,291|51,83|304,429|0,013|0,041|0,027
952|2022-05-14 07:45:51,489512|-25,92474294698055|133,28448644985608|43,76|20,95|40,3|9,68|-38,19|328,042|50,575|304,625|0,014|0,04|0,026
953|2022-05-14 07:46:01,987277|-25,43135044923829|133,7564669952379|43,97|20,82|40,57|9,56|-37,45|327,315|50,688|305,985|0,015|0,041|0,026
954|2022-05-14 07:46:12,476099|-24,936526715074333|134,2238954250953|43,93|21,66|40,87|9,49|-36,65|327,523|49,534|305,776|0,021|0,041|0,026
955|2022-05-14 07:46:22,962765|-24,440019173645478|134,6871806451188|43,83|20,69|41,34|9,61|-36,18|327,11|49,358|305,886|0,014|0,04|0,027
956|2022-05-14 07:46:33,461049|-23,941181696748096|135,14707538292316|43,99|20,0|41,86|9,65|-35,98|327,389|49,646|306,675|0,017|0,04|0,028
957|2022-05-14 07:46:43,958699|-23,44076021483596|135,6030390742097|43,79|20,51|42,0|9,5|-35,41|327,857|50,615|306,146|0,016|0,042|0,026
958|2022-05-14 07:46:54,459565|-22,93852135403863|136,05543564560384|44,15|20,83|42,29|9,87|-34,99|329,209|51,076|306,923|0,02|0,042|0,026
959|2022-05-14 07:47:04,980959|-22,43366999347284|136,5051128956262|44,43|21,2|42,55|10,07|-34,69|328,356|50,602|307,818|0,015|0,039|0,026
960|2022-05-14 07:47:15,493307|-21,927718953014896|136,95086215325284|43,85|20,81|43,04|10,01|-34,46|328,634|51,929|308,972|0,02|0,041|0,025
961|2022-05-14 07:47:25,999545|-21,42057511915103|137,39292092873805|43,93|21,99|43,19|10,13|-34,11|328,834|50,83|308,771|0,017|0,042|0,024
962|2022-05-14 07:47:36,511204|-20,911668271631203|137,83192817496146|44,09|20,62|43,56|9,9|-33,88|328,329|50,864|307,87|0,018|0,041|0,027
963|2022-05-14 07:47:47,031789|-20,400998798996994|138,268014251055|44,63|20,99|43,83|9,75|-33,36|327,741|50,569|307,409|0,013|0,041|0,026
964|2022-05-14 07:47:57,539345|-19,8895685013326|138,70046390648702|44,5|20,97|44,02|10,1|-32,51|327,852|49,282|308,53|0,021|0,042|0,025
965|2022-05-14 07:48:08,055563|-19,37638938926073|139,13024949725005|43,76|20,77|44,25|10,05|-32,15|328,709|48,706|308,502|0,013|0,043|0,026
966|2022-05-14 07:48:18,571669|-18,861944301787652|139,5570940896652|44,38|23,1|44,66|10,28|-31,63|328,295|47,936|309,141|0,017|0,041|0,024
967|2022-05-14 07:48:29,075015|-18,3468923994826|139,98058821410305|43,79|20,35|44,9|10,38|-31,84|328,434|49,215|309,047|0,014|0,041|0,027
968|2022-05-14 07:48:39,588469|-17,830159156942074|140,40174493154424|44,02|21,24|45,03|10,43|-30,98|327,629|47,812|310,116|0,021|0,04|0,025
969|2022-05-14 07:48:50,093586|-17,312681472556065|140,81992554264414|44,2|20,69|45,21|10,39|-30,82|327,117|48,206|310,092|0,02|0,04|0,027
970|2022-05-14 07:49:00,612930|-16,79339674409961|141,2361098687407|44,5|21,63|45,39|10,05|-29,97|326,941|47,897|310,178|0,021|0,041|0,025
971|2022-05-14 07:49:11,129913|-16,273122373651724|141,64975895388133|43,79|21,08|45,79|10,22|-29,61|327,96|47,737|310,909|0,017|0,042|0,028
972|2022-05-14 07:49:21,644473|-15,75200599824622|142,060878436808|44,24|21,43|46,08|10,38|-29,55|326,714|49,455|310,596|0,018|0,041|0,025
973|2022-05-14 07:49:32,153794|-15,230085716747283|142,46956027294948|43,97|22,13|46,5|10,41|-28,84|325,973|48,43|311,681|0,018|0,04|0,025
974|2022-05-14 07:49:42,669797|-14,70696086587543|142,8762345569606|44,57|21,07|46,74|10,47|-28,01|325,645|48,547|312,156|0,019|0,042|0,028
975|2022-05-14 07:49:53,185081|-14,182908678453598|143,28079888670354|44,09|21,01|46,92|10,42|-27,32|325,192|46,217|313,116|0,021|0,041|0,027
976|2022-05-14 07:50:03,706626|-13,657635089422545|143,68359136157898|43,72|19,76|47,09|10,42|-27,18|324,651|46,956|313,878|0,019|0,042|0,024
977|2022-05-14 07:50:14,235626|-13,1312076870965|144,08466773705507|43,65|21,52|47,33|10,49|-26,76|325,182|46,187|313,262|0,019|0,039|0,026
978|2022-05-14 07:50:24,747557|-12,604762563178346|144,48327695688366|43,81|20,85|47,5|10,48|-26,01|326,451|46,415|313,685|0,018|0,042|0,025
979|2022-05-14 07:50:35,275010|-12,076789659779022|144,8806724177222|44,02|21,14|47,67|10,67|-25,4|327,868|47,738|313,09|0,014|0,041|0,026
980|2022-05-14 07:50:45,798952|-11,548305690114272|145,27619375688226|43,99|20,87|47,9|10,83|-25,19|328,563|45,389|314,593|0,019|0,041|0,024
981|2022-05-14 07:50:56,318190|-11,019311757161443|145,66994999547757|44,59|21,15|48,08|10,72|-24,44|327,917|44,984|315,423|0,02|0,041|0,027
982|2022-05-14 07:51:06,853668|-10,488827205144197|146,06277350155966|43,76|20,59|48,27|10,89|-23,69|328,315|45,008|317,293|0,016|0,041|0,024
983|2022-05-14 07:51:17,379514|-9,95819698679521|146,45377148570316|43,65|17,95|48,36|10,96|-23,42|328,855|45,793|317,431|0,013|0,04|0,026
984|2022-05-14 07:51:27,916563|-9,426395360085277|146,8438035253414|43,76|21,15|48,57|11,3|-23,2|327,552|45,297|317,843|0,019|0,042|0,029
985|2022-05-14 07:51:38,473398|-8,893014973655742|147,2332638444704|43,99|20,48|48,47|11,26|-22,59|327,43|46,15|318,828|0,019|0,041|0,026
986|2022-05-14 07:51:49,020055|-8,359624384743075|147,62110745140865|44,13|20,91|48,69|11,3|-21,88|327,132|44,952|318,915|0,014|0,041|0,025
987|2022-05-14 07:51:59,548549|-7,8266407129920985|148,00713904401326|44,08|21,01|49,13|11,26|-21,1|327,126|47,524|318,732|0,014|0,042|0,026
988|2022-05-14 07:52:10,084144|-7,292820271220595|148,39236229212747|44,06|21,09|49,27|11,5|-20,32|326,854|49,008|318,704|0,02|0,042|0,029
989|2022-05-14 07:52:20,629120|-6,7580494401980244|148,7769556719843|43,69|20,46|49,32|11,7|-19,92|326,936|49,364|319,172|0,016|0,042|0,027
990|2022-05-14 07:52:31,180991|-6,222599845774847|149,1608204009482|43,99|22,57|49,6|11,77|-19,6|326,85|50,403|319,015|0,015|0,04|0,027
991|2022-05-14 07:52:41,744915|-5,6861112011033565|149,54431067497666|44,04|19,64|49,82|11,82|-18,85|326,581|49,462|319,477|0,017|0,041|0,029
992|2022-05-14 07:52:52,288214|-5,150335159762481|149,92627385949095|43,76|21,09|49,67|11,85|-18,71|327,209|49,138|320,024|0,016|0,042|0,027
993|2022-05-14 07:53:02,844275|-4,61358621632797|150,3080105025259|43,81|21,7|49,59|11,93|-18,59|327,472|51,152|320,649|0,015|0,042|0,025
994|2022-05-14 07:53:13,397676|-4,0766986089822925|150,68902324829278|43,7|20,83|49,37|11,94|-17,42|327,257|54,136|319,824|0,014|0,041|0,027
995|2022-05-14 07:53:23,944530|-3,5398833271870314|151,06926018911886|43,92|21,14|49,47|12,04|-17,04|325,312|52,408|321,022|0,023|0,041|0,026
996|2022-05-14 07:53:34,498466|-3,0024974910144095|151,4492730600917|44,02|20,9|49,8|12,12|-16,78|325,143|51,019|322,161|0,021|0,039|0,027
997|2022-05-14 07:53:45,058088|-2,4646110647821002|151,82910745365552|44,45|21,21|49,95|12,19|-16,55|325,464|50,216|324,094|0,018|0,041|0,025
998|2022-05-14 07:53:55,593146|-1,9277841732851557|152,2077586335366|44,45|21,08|50,22|12,26|-15,93|325,468|49,799|323,916|0,015|0,04|0,026
