Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|MagModDelta|MagModDeltaMean|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc||MagMod Mean|40.35
349|14/5/22 6.00|-51.3470742|102.9252748|44.57|21|17.56|8.68|-45.24|49.30|-0.21|8.94|336.594|47.491|301.457|0.018|0.041|0.029|||
350|14/5/22 6.00|-51.248099|103.9431709|44.91|20.97|17.94|8.67|-45.07|49.28|-0.02|8.92|336.636|48.54|300.058|0.014|0.042|0.026|||
351|14/5/22 6.00|-51.13949183|104.9568361|45.16|20.86|18.37|8.65|-45.25|49.60|0.32|9.24|336.929|48.104|299.737|0.014|0.04|0.027|||
352|14/5/22 6.00|-51.02136158|105.9655193|44.5|21.53|18.94|8.44|-45.84|50.31|0.71|9.96|336.752|49.757|299.009|0.015|0.041|0.026|||
353|14/5/22 6.00|-50.89401616|106.9671323|44.5|20.2|19.4|8.24|-45.93|50.54|0.22|10.18|336.495|47.921|301.27|0.02|0.041|0.028|||
354|14/5/22 6.01|-50.75681469|107.966796|44.11|20.73|19.81|8.18|-46.06|50.80|0.27|10.45|336.737|47.152|301.432|0.017|0.04|0.027|||
355|14/5/22 6.01|-50.61050698|108.9591026|44.45|20.94|20.04|8.48|-46.14|51.01|0.21|10.66|335.985|47.588|301.352|0.016|0.041|0.025|||
356|14/5/22 6.01|-50.45532594|109.9431361|44.27|22.42|20.14|8.36|-46.27|51.15|0.14|10.80|335.268|48.122|301.585|0.02|0.04|0.026|||
357|14/5/22 6.01|-50.29108948|110.9205644|44.17|21.3|20.36|8.34|-46.56|51.50|0.35|11.14|335.518|47.97|301.564|0.021|0.041|0.027|||
358|14/5/22 6.01|-50.11825612|111.8891642|44.97|19.53|20.7|8.11|-46.7|51.72|0.23|11.37|335.268|49.415|301.829|0.016|0.041|0.025|||
359|14/5/22 6.01|-49.93631358|112.8521681|44.47|20.69|21.24|8.16|-46.16|51.46|-0.26|11.11|334.443|49.222|301.713|0.017|0.043|0.023|||
360|14/5/22 6.02|-49.7457084|113.807441|44.38|19.85|21.92|8.11|-47.17|52.64|1.18|12.29|334.905|49.457|301.38|0.016|0.042|0.026|||
361|14/5/22 6.02|-49.54656962|114.7547238|45.07|20.98|22.36|8.01|-47.21|52.85|0.21|12.49|336.068|52.548|300.786|0.015|0.041|0.027|||
362|14/5/22 6.02|-49.33921449|115.6929624|44.5|20.57|22.74|7.92|-47.02|52.83|-0.02|12.47|335.776|52.153|300.746|0.022|0.04|0.026|||
363|14/5/22 6.02|-49.12337279|116.6237615|44.17|21.23|23.08|8.02|-47.13|53.09|0.26|12.73|335.673|51.094|301.698|0.02|0.04|0.028|||
364|14/5/22 6.02|-48.89921425|117.5466634|44.27|20.84|23.28|8.22|-47.44|53.48|0.39|13.12|334.489|50.143|302.733|0.017|0.042|0.024|||
365|14/5/22 6.02|-48.66664345|118.4623029|44.43|21.58|23.61|8.29|-47.84|53.99|0.51|13.63|335.623|50.995|301.128|0.018|0.041|0.025|||
366|14/5/22 6.03|-48.42635215|119.3682978|44.4|20.63|24.06|8.21|-47.77|54.11|0.12|13.76|336.316|51.32|302.2|0.021|0.041|0.025|||
367|14/5/22 6.03|-48.17811177|120.2659065|44.52|19.58|24.44|8.21|-47.71|54.23|0.12|13.88|336.318|50.012|302.497|0.015|0.041|0.026|||
368|14/5/22 6.03|-47.92236944|121.153892|44.25|20.07|24.74|8.41|-48.07|54.71|0.48|14.36|336.133|48.527|304.688|0.018|0.042|0.025|||
369|14/5/22 6.03|-47.65921553|122.0323746|44.45|20.95|25.15|8.42|-47.86|54.72|0.00|14.36|336.864|49.109|303.537|0.02|0.042|0.027|||
370|14/5/22 6.03|-47.38931824|122.8996391|44.41|20.76|25.62|8.42|-47.62|54.73|0.01|14.37|337.604|48.501|303.173|0.015|0.042|0.026|||
371|14/5/22 6.03|-47.11119482|123.7607617|44.5|21.04|25.85|8.45|-47.78|54.98|0.25|14.62|338.19|47.836|304.671|0.019|0.042|0.026|||
372|14/5/22 6.04|-46.82618856|124.6118263|44.79|19.88|26.23|8.56|-47.82|55.21|0.23|14.85|338.314|48.304|304.488|0.015|0.041|0.026|||
373|14/5/22 6.04|-46.53467939|125.452182|44.45|20.32|26.78|8.67|-47.92|55.58|0.37|15.22|338.006|49.451|304.426|0.021|0.041|0.028|||
374|14/5/22 6.04|-46.23671296|126.2821898|44.18|22.01|27.05|8.52|-47.92|55.68|0.11|15.33|338.128|48.639|306.039|0.02|0.041|0.027|||
375|14/5/22 6.04|-45.93215939|127.102639|44.13|19.84|27.41|8.73|-47.91|55.88|0.20|15.53|338.667|47.117|306.819|0.015|0.043|0.028|||
376|14/5/22 6.04|-45.62116257|127.9135271|44.38|20.96|27.9|8.83|-47.51|55.80|-0.08|15.44|339.943|47.718|306.755|0.014|0.041|0.027|||
377|14/5/22 6.05|-45.30423301|128.7139504|44.7|22.08|28.34|8.94|-47.42|55.96|0.16|15.61|340.43|48.674|307.194|0.021|0.039|0.026|||
378|14/5/22 6.05|-44.98009044|129.5074419|44.5|20.69|28.64|9.23|-47.37|56.12|0.16|15.76|340.275|48.437|305.785|0.013|0.042|0.028|||
379|14/5/22 6.05|-44.64951471|130.2923078|44.29|20.65|29.03|9.22|-47.54|56.46|0.34|16.11|340.116|50.216|305.721|0.013|0.043|0.026|||
380|14/5/22 6.05|-44.31336518|131.0668786|44.47|20.87|29.37|8.99|-47.45|56.52|0.06|16.17|339.379|49.141|306.159|0.02|0.043|0.027|||
381|14/5/22 6.05|-43.97124441|131.8324571|44.77|20.74|29.64|8.92|-47.38|56.59|0.07|16.24|338.567|47.54|307.312|0.013|0.043|0.027|||
382|14/5/22 6.05|-43.62388416|132.5877921|45.11|20.48|29.96|9.13|-47.17|56.62|0.03|16.27|339.553|47.693|306.61|0.021|0.043|0.028|||
383|14/5/22 6.06|-43.2711558|133.3335745|44.47|20.93|30.34|8.78|-47.18|56.78|0.16|16.42|337.556|48.278|306.673|0.02|0.042|0.028|||
384|14/5/22 6.06|-42.91215768|134.072002|44.13|21.69|31.65|9.01|-47.12|57.47|0.70|17.12|336.276|47.655|307.909|0.018|0.041|0.027|||
385|14/5/22 6.06|-42.54812386|134.8008328|44.36|20.74|31.69|9.32|-47.24|57.64|0.17|17.29|336.501|47.234|308.805|0.015|0.042|0.027|||
386|14/5/22 6.06|-42.17975463|135.5190937|44.49|20.85|31.81|9.48|-46.79|57.37|-0.28|17.01|336.953|49.045|308.835|0.021|0.04|0.026|||
387|14/5/22 6.06|-41.80599809|136.2292088|44.15|20.55|31.83|9.41|-46.5|57.13|-0.24|16.78|336.156|49.808|308.664|0.017|0.041|0.023|||
388|14/5/22 6.06|-41.42718713|136.9308406|44.22|20.89|31.96|9.25|-46.29|57.01|-0.12|16.65|335.893|49.329|308.154|0.015|0.041|0.026|||
389|14/5/22 6.07|-41.04259626|137.6255833|44.17|20.72|32.15|9.57|-45.99|56.92|-0.08|16.57|335.019|48.727|309.147|0.019|0.042|0.025|||
390|14/5/22 6.07|-40.65461942|138.3094564|45.02|19.33|32.52|9.41|-45.53|56.74|-0.19|16.38|334.294|49.878|309.13|0.019|0.042|0.026|||
391|14/5/22 6.07|-40.26195783|138.9851429|44.18|20.07|33.03|9.48|-45.3|56.86|0.12|16.50|334.189|50.267|309.797|0.018|0.041|0.025|||
392|14/5/22 6.07|-39.86457358|139.6529953|44.33|20.68|33.35|9.34|-45.27|57.00|0.14|16.64|333.991|48.951|310.769|0.023|0.041|0.026|||
393|14/5/22 6.07|-39.46260955|140.3130508|44.4|19.71|33.9|9.36|-44.96|57.08|0.08|16.73|334.389|48.517|310.183|0.015|0.041|0.028|||
394|14/5/22 6.07|-39.05677235|140.964458|44.43|21.81|34.05|9.58|-44.78|57.07|-0.02|16.71|334.239|48.453|309.566|0.021|0.042|0.027|||
395|14/5/22 6.08|-38.64649633|141.6084249|44.63|22.23|34.57|9.79|-44.64|57.30|0.24|16.95|335.32|48.913|309.514|0.018|0.041|0.027|||
396|14/5/22 6.08|-38.23179377|142.2451873|44.27|21.97|34.8|9.94|-45.03|57.77|0.47|17.42|334.327|49.041|309.718|0.019|0.041|0.029|||
397|14/5/22 6.08|-37.81349146|142.8737591|44.24|20.18|35.16|9.91|-44.09|57.26|-0.51|16.90|332.794|48.68|309.806|0.016|0.04|0.027|||
398|14/5/22 6.08|-37.39164219|143.4943718|44.77|20.35|35.46|9.88|-43.95|57.33|0.07|16.97|332.607|49.363|309.431|0.021|0.04|0.027|||
399|14/5/22 6.08|-36.96552147|144.1083554|44.47|20.91|35.97|9.61|-44.12|57.73|0.40|17.38|332.559|49.589|308.987|0.014|0.042|0.024|||
400|14/5/22 6.09|-36.53692855|144.7134148|44.65|20.64|36.39|9.73|-43.99|57.91|0.18|17.56|332.177|49.287|309.865|0.014|0.042|0.025|||
401|14/5/22 6.09|-36.10496672|145.3111372|44.45|20.59|36.74|9.99|-43.5|57.81|-0.10|17.45|333.121|48.368|310.835|0.02|0.041|0.027|||
402|14/5/22 6.09|-35.66945967|145.9020275|44.61|19.87|36.94|10.07|-42.95|57.54|-0.27|17.18|332.46|49.266|310.692|0.017|0.044|0.03|||
403|14/5/22 6.09|-35.23030306|146.4864648|44.43|20.8|37.12|10.21|-42.71|57.50|-0.04|17.15|331.565|49.771|309.163|0.017|0.044|0.024|||
404|14/5/22 6.09|-34.78702847|147.0652785|44.2|20.47|37.51|10.7|-42.51|57.69|0.19|17.34|330.65|49.03|309.89|0.018|0.041|0.026|||
405|14/5/22 6.09|-34.34108181|147.6368132|44.18|20.39|37.74|10.46|-42.53|57.81|0.12|17.46|330.412|48.654|309.41|0.015|0.041|0.025|||
406|14/5/22 6.10|-33.89187104|148.2020809|44.36|21.7|38.03|10.36|-42.55|58.00|0.19|17.65|332.1|48.335|309.676|0.018|0.042|0.026|||
407|14/5/22 6.10|-33.43894968|148.7618504|44.47|20.8|38.19|10.68|-42.24|57.94|-0.06|17.58|332.819|48.934|309.346|0.018|0.041|0.027|||
408|14/5/22 6.10|-32.98421244|149.3140252|44.98|20.47|38.43|10.74|-41.66|57.69|-0.25|17.33|333.476|50.031|309.781|0.016|0.042|0.027|||
409|14/5/22 6.10|-32.52623931|149.86058|45.07|20.9|38.83|11.15|-41.34|57.80|0.12|17.45|333.14|50.211|308.68|0.021|0.041|0.029|||
410|14/5/22 6.10|-32.06501184|150.4017328|44.43|21|39.26|10.91|-40.95|57.77|-0.03|17.41|332.482|48.959|309.934|0.016|0.042|0.025|||
411|14/5/22 6.10|-31.6015152|150.936544|44.41|21.33|39.54|10.87|-40.53|57.66|-0.11|17.30|333.716|48.878|310.412|0.019|0.041|0.027|||
412|14/5/22 6.11|-31.1350292|151.4660606|44.38|22.2|39.65|10.87|-40.24|57.53|-0.13|17.17|333.073|47.563|310.057|0.015|0.042|0.026|||
413|14/5/22 6.11|-30.6664906|151.9894322|44.18|20.9|39.93|10.92|-39.92|57.51|-0.02|17.15|333.638|48.295|310.386|0.013|0.042|0.027|||
414|14/5/22 6.11|-30.19491999|152.5079568|44.7|21.61|40.15|11.13|-39.64|57.51|0.00|17.15|333.833|49.197|310.767|0.021|0.041|0.026|||
415|14/5/22 6.11|-29.72100499|153.0210669|44.47|22.33|40.69|11.34|-38.87|57.40|-0.11|17.05|334.839|49.652|311.807|0.014|0.041|0.029|||
416|14/5/22 6.11|-29.24488649|153.5288125|44.59|20.05|40.71|11.25|-38.59|57.21|-0.19|16.86|334.378|48.905|312.706|0.02|0.042|0.026|||
417|14/5/22 6.12|-28.76632053|154.0316461|44.77|21.02|41.19|11.3|-38.38|57.42|0.21|17.07|335.029|48.981|313.767|0.015|0.042|0.029|||
418|14/5/22 6.12|-28.28584048|154.5291995|44.89|20.96|41.54|11.33|-37.93|57.38|-0.04|17.03|336.011|48.597|314.836|0.017|0.042|0.028|||
419|14/5/22 6.12|-27.80262661|155.0225008|44.5|20.43|41.85|11.32|-37.44|57.28|-0.10|16.93|335.279|48.499|314.785|0.014|0.041|0.028|||
420|14/5/22 6.12|-27.31737364|155.511011|44.25|20.97|42.18|11.42|-37.05|57.29|0.01|16.94|335.889|48.214|315.383|0.021|0.041|0.031|||
421|14/5/22 6.12|-26.8303625|155.9946325|44.25|21.47|42.41|11.64|-36.18|56.95|-0.34|16.59|336.008|49.458|315.566|0.018|0.041|0.027|||
422|14/5/22 6.12|-26.34138841|156.4737488|44.47|21.69|42.55|11.67|-36.16|57.05|0.10|16.69|335.782|50.13|315.004|0.013|0.042|0.029|||
423|14/5/22 6.13|-25.84980491|156.9491512|44.45|20.53|43|11.62|-36.03|57.29|0.24|16.94|336.221|50.186|315.244|0.014|0.04|0.027|||
424|14/5/22 6.13|-25.35710562|157.419564|44.72|21.24|43.2|11.57|-35.33|56.99|-0.30|16.64|338.712|51.356|314.939|0.016|0.041|0.026|||
425|14/5/22 6.13|-24.86167841|157.886688|44.66|20.57|43.61|11.62|-34.8|56.99|0.00|16.64|339.381|51.665|315.449|0.014|0.042|0.028|||
426|14/5/22 6.13|-24.36526593|158.3490386|44.47|20.9|43.71|11.76|-34.09|56.67|-0.32|16.31|340.214|52.532|316.387|0.02|0.042|0.026|||
427|14/5/22 6.13|-23.86757534|158.8070669|44.22|20.46|44.13|11.85|-33.55|56.69|0.02|16.33|340.285|53.77|316.15|0.019|0.041|0.027|||
428|14/5/22 6.13|-23.36722634|159.2621884|44.4|20.75|44.19|11.85|-33.18|56.52|-0.17|16.16|340.763|55.131|316.793|0.013|0.042|0.027|||
429|14/5/22 6.14|-22.8655844|159.7133021|44.17|20.25|44.65|12.24|-33.12|56.92|0.41|16.57|340.181|54.646|316.117|0.021|0.041|0.029|||
430|14/5/22 6.14|-22.36251023|160.1606892|44.66|20.08|44.89|12.33|-32.79|56.94|0.02|16.59|340.773|52.548|317.473|0.015|0.041|0.027|||
431|14/5/22 6.14|-21.8577435|160.6047266|44.97|20.87|45.19|12.99|-32.22|57.00|0.06|16.65|340.558|52.965|318.489|0.022|0.04|0.028|||
432|14/5/22 6.14|-21.35119073|161.0456333|44.72|21.47|45.41|12.68|-31.63|56.77|-0.23|16.42|339.748|52.067|318.356|0.015|0.042|0.026|||
433|14/5/22 6.14|-20.84345538|161.4830239|44.17|22.46|45.48|12.52|-30.87|56.37|-0.40|16.02|339.339|52.703|318.288|0.021|0.041|0.027|||
434|14/5/22 6.14|-20.33420214|161.9173272|45|21.5|45.73|12.43|-30.44|56.32|-0.05|15.97|339.6|51.523|319.822|0.016|0.041|0.028|||
435|14/5/22 6.15|-19.82433576|162.3479149|44.43|19.63|46.02|12.29|-30.23|56.42|0.09|16.06|340.034|51.323|320.111|0.016|0.042|0.028|||
436|14/5/22 6.15|-19.31243959|162.7761168|44.38|22.02|46.26|12.05|-29.83|56.35|-0.07|15.99|340.079|52.452|321.286|0.017|0.041|0.027|||
437|14/5/22 6.15|-18.79963894|163.2011181|44.29|21.74|46.64|12|-29.3|56.37|0.02|16.02|340.851|52.52|322.806|0.014|0.041|0.028|||
438|14/5/22 6.15|-18.28531941|163.6235576|44.08|20.87|46.82|12.36|-28.58|56.23|-0.14|15.87|340.909|53.642|322.682|0.019|0.041|0.027|||
439|14/5/22 6.15|-17.77021934|164.0429566|44.4|20.74|46.9|12.57|-28.54|56.32|0.09|15.97|341.386|52.766|324.746|0.014|0.042|0.024|||
440|14/5/22 6.16|-17.25402008|164.4597038|45.02|19.9|46.99|12.73|-28.49|56.41|0.09|16.05|341.334|52.671|325.154|0.018|0.041|0.028|||
441|14/5/22 6.16|-16.73612523|164.8743979|44.22|21.2|47.24|12.66|-28.06|56.38|-0.02|16.03|341.034|52.275|324.731|0.016|0.042|0.026|||
442|14/5/22 6.16|-16.21726505|165.28657|44.36|20.13|47.21|12.56|-27.47|56.05|-0.34|15.69|341.264|51.659|325.638|0.021|0.041|0.026|||
443|14/5/22 6.16|-15.69774397|165.6961019|44.33|21.65|47.42|12.44|-26.43|55.70|-0.35|15.34|341.177|52.964|326.097|0.019|0.041|0.026|||
444|14/5/22 6.16|-15.17648047|166.10396|45.05|20.84|47.56|12.85|-25.93|55.67|-0.02|15.32|341.98|53.501|325.886|0.022|0.041|0.027|||
445|14/5/22 6.16|-14.65437379|166.509551|44.22|20.05|47.76|13.04|-25.58|55.73|0.05|15.37|343.011|54.674|325.888|0.022|0.042|0.027|||
446|14/5/22 6.17|-14.13102293|166.9132991|44.36|20.93|48.12|13.19|-25.05|55.83|0.10|15.48|343.093|55.013|326.165|0.018|0.042|0.026|||
447|14/5/22 6.17|-13.60673839|167.3150747|44.98|20.83|48.26|13.29|-24.74|55.84|0.01|15.48|342.208|55.814|325.195|0.021|0.042|0.027|||
448|14/5/22 6.17|-13.08100547|167.715379|44.34|20.86|48.31|13.46|-24.35|55.75|-0.09|15.39|342.956|55.484|325.266|0.014|0.041|0.026|||
449|14/5/22 6.17|-12.55420121|168.1140291|45.07|20.19|48.34|13.38|-23.7|55.47|-0.27|15.12|342.951|55.263|324.805|0.016|0.041|0.026|||
450|14/5/22 6.17|-12.02687979|168.510715|44.11|20.78|48.37|13.41|-23.03|55.23|-0.25|14.87|343.857|55.245|326.837|0.017|0.041|0.027|||
451|14/5/22 6.17|-11.49917757|168.905446|44.27|19.64|48.54|13.55|-22.64|55.25|0.02|14.89|345.831|54.135|327.881|0.02|0.041|0.027|||
452|14/5/22 6.18|-10.97030381|169.2989196|44.38|20.86|48.86|13.52|-22.01|55.27|0.02|14.91|346.896|53.791|329.531|0.017|0.042|0.025|||
453|14/5/22 6.18|-10.44071786|169.6908967|44.49|20.87|49.12|13.31|-21.51|55.25|-0.02|14.90|345.63|54.247|329.576|0.018|0.04|0.025|||
454|14/5/22 6.18|-9.910434684|170.08147|44.43|20.72|49.37|13.17|-20.86|55.19|-0.06|14.84|345.74|55.179|330.272|0.02|0.041|0.027|||
455|14/5/22 6.18|-9.379122823|170.4709849|44.84|20.95|49.53|13.48|-20.3|55.20|0.01|14.85|344.011|56.342|330.588|0.021|0.041|0.028|||
456|14/5/22 6.18|-8.846160106|170.859993|44.24|20.41|49.47|13.76|-19.89|55.07|-0.13|14.71|344.361|57.014|330.509|0.014|0.041|0.03|||
457|14/5/22 6.19|-8.313095363|171.2474628|44.79|20.32|49.6|13.63|-19.5|55.01|-0.05|14.66|344.069|57.952|330.303|0.022|0.041|0.025|||
458|14/5/22 6.19|-7.778462999|171.6345588|45.05|21.35|49.92|13.86|-18.48|55.01|-0.01|14.65|343.261|58.389|330.434|0.016|0.041|0.027|||
459|14/5/22 6.19|-7.243789227|172.0202741|44.4|19.9|49.94|14|-17.64|54.78|-0.22|14.43|343.251|57.203|331.552|0.018|0.04|0.026|||
460|14/5/22 6.19|-6.708533676|172.4051001|44.41|20.73|49.94|14.07|-17.28|54.69|-0.10|14.33|342.368|56.892|332.163|0.019|0.041|0.028|||
461|14/5/22 6.19|-6.173372499|172.7886512|44.86|21|49.85|14.02|-16.81|54.44|-0.24|14.09|341.921|57.3|332.998|0.02|0.041|0.029|||
462|14/5/22 6.19|-5.636902359|173.1720307|44.45|19.36|49.96|13.91|-16.38|54.39|-0.06|14.03|341.435|56.694|333.522|0.019|0.041|0.022|||
463|14/5/22 6.20|-5.100476656|173.5543681|44.45|22.58|50.3|13.92|-15.82|54.54|0.15|14.18|340.451|56.129|333.675|0.021|0.041|0.029|||
464|14/5/22 6.20|-4.563365435|173.9362818|44.56|19.76|50.03|14.03|-15.07|54.10|-0.43|13.75|340.368|56.899|332.25|0.016|0.041|0.03|||
465|14/5/22 6.20|-4.026515355|174.3171962|44.36|20.33|50.08|14.26|-14.58|54.07|-0.03|13.72|339.908|58.393|332.862|0.016|0.042|0.027|||
466|14/5/22 6.20|-3.489288476|174.6976619|45|20.78|50.22|14.38|-14.14|54.12|0.04|13.76|339.931|58.027|334.391|0.019|0.042|0.025|||
467|14/5/22 6.20|-2.95214435|175.07745|44.2|20.69|50.54|14.64|-13.53|54.33|0.21|13.97|339.858|57.922|332.977|0.018|0.042|0.025|||
468|14/5/22 6.20|-2.41499998|175.4567161|45.04|20.9|50.59|14.6|-12.97|54.23|-0.10|13.87|339.763|57.37|332.225|0.014|0.041|0.026|||
469|14/5/22 6.21|-1.876551301|175.8364754|44.34|20.41|50.56|14.54|-12.17|54.00|-0.23|13.64|340.324|58.005|332.233|0.02|0.041|0.025|||
470|14/5/22 6.21|-1.337401714|176.2163965|45|20.99|50.65|14.6|-11.87|54.03|0.03|13.68|338.719|57.808|331.211|0.02|0.04|0.027|||
471|14/5/22 6.21|-0.799715345|176.5950509|44.36|21.21|50.73|14.72|-10.92|53.94|-0.09|13.58|337.941|58.56|333.085|0.016|0.042|0.027|||
472|14/5/22 6.21|-0.261385496|176.9740184|44.22|20.89|50.95|14.88|-10.32|54.07|0.13|13.72|338.804|56.661|335.677|0.019|0.041|0.027|||
473|14/5/22 6.21|0.27796358|177.3536585|44.75|20.08|50.92|14.91|-9.91|53.98|-0.10|13.62|338.007|55.748|337.066|0.016|0.043|0.026|||
474|14/5/22 6.21|0.815738857|177.7322415|44.34|19.79|50.93|14.94|-9.13|53.86|-0.12|13.50|337.341|54.177|335.287|0.014|0.042|0.027|||
475|14/5/22 6.22|1.353667744|178.1110786|44.29|20.93|50.9|15.09|-8.51|53.77|-0.09|13.41|337.66|54.537|336.551|0.017|0.042|0.028|||
476|14/5/22 6.22|1.89176609|178.4902765|44.34|20.79|50.83|14.93|-8.28|53.62|-0.15|13.27|338.274|56.483|336.461|0.017|0.041|0.027|||
477|14/5/22 6.22|2.429511723|178.8695629|44.93|20.63|50.88|15.01|-7.84|53.62|0.00|13.27|338.511|56.624|335.507|0.018|0.042|0.027|||
478|14/5/22 6.22|2.967071156|179.2491506|44.38|21.03|51.17|15.04|-7.68|53.88|0.26|13.53|338.607|56.961|336.511|0.02|0.042|0.026|||
479|14/5/22 6.22|3.505060313|179.6295711|44.27|20.79|51.08|15.02|-7.06|53.71|-0.18|13.35|338.283|55.671|336.178|0.02|0.042|0.027|||
480|14/5/22 6.23|4.041961867|-179.9901526|45|20.84|51.14|15.07|-6.5|53.71|0.00|13.35|338.889|56.705|336.51|0.017|0.042|0.026|||
481|14/5/22 6.23|4.578999682|-179.6090581|44.88|20.6|51.12|15.06|-5.9|53.62|-0.09|13.26|338.768|55.236|337.54|0.014|0.042|0.027|||
482|14/5/22 6.23|5.116756752|-179.2266317|44.88|21.68|51|15.14|-5.88|53.52|-0.09|13.17|338.039|54.726|337.533|0.024|0.041|0.026|||
483|14/5/22 6.23|5.653221123|-178.8442066|44.38|20.83|51.04|15.13|-5.53|53.52|0.00|13.17|337.244|55.073|337.815|0.015|0.042|0.028|||
484|14/5/22 6.23|6.189918703|-178.4605981|44.15|22.1|50.98|14.74|-4.84|53.29|-0.23|12.93|337.42|54.068|338.583|0.02|0.041|0.029|||
485|14/5/22 6.23|6.726587446|-178.075892|44.91|21.02|50.71|14.7|-4.37|52.98|-0.31|12.62|337.457|53.793|338.341|0.02|0.041|0.026|||
486|14/5/22 6.24|7.262153989|-177.6907596|44.2|20.29|50.56|14.67|-3.66|52.77|-0.21|12.42|336.806|54.127|337.627|0.02|0.04|0.028|||
487|14/5/22 6.24|7.797518922|-177.3044549|44.91|20.93|50.62|14.75|-3.15|52.82|0.05|12.46|336.933|53.953|338.067|0.021|0.041|0.028|||
488|14/5/22 6.24|8.332750053|-176.9168262|44.04|20.46|50.75|14.82|-2.56|52.93|0.11|12.58|336.616|52.593|338.996|0.014|0.041|0.028|||
489|14/5/22 6.24|8.86716291|-176.5282676|44.09|20.55|50.74|14.98|-1.69|52.93|0.00|12.58|337.412|52.832|339.109|0.015|0.04|0.028|||
490|14/5/22 6.24|9.400651469|-176.1387571|44.33|21.66|50.57|14.96|-1.53|52.76|-0.17|12.40|337.688|51.899|340.388|0.02|0.041|0.028|||
491|14/5/22 6.24|9.933474725|-175.7480048|44.4|20.64|50.69|15.11|-1.12|52.91|0.15|12.55|336.254|51.034|340.579|0.016|0.041|0.025|||
492|14/5/22 6.25|10.46657235|-175.3552137|44.13|21.11|50.58|14.9|-0.58|52.73|-0.17|12.38|335.492|49.562|340.493|0.014|0.042|0.027|||
493|14/5/22 6.25|10.99811645|-174.9616258|44.41|20.94|50.36|15.03|0.01|52.56|-0.18|12.20|334.651|50.797|340.826|0.019|0.041|0.026|||
494|14/5/22 6.25|11.52992312|-174.5657901|44.31|20.57|50.48|15.15|0.98|52.71|0.16|12.36|334.751|52.076|341.264|0.019|0.041|0.025|||
495|14/5/22 6.25|12.06113578|-174.1682304|44.18|20.78|50.4|15.07|1.4|52.62|-0.09|12.27|334.23|52.805|340.944|0.016|0.043|0.025|||
496|14/5/22 6.25|12.59120865|-173.7692483|44.15|22.33|50.33|15.13|1.44|52.57|-0.05|12.22|334.741|54.229|341.354|0.016|0.041|0.026|||
497|14/5/22 6.26|13.12065773|-173.368347|43.95|21.47|50.1|14.86|2.13|52.30|-0.27|11.95|334.263|55.543|341.313|0.016|0.041|0.027|||
498|14/5/22 6.26|13.64941255|-172.9654668|44.09|21.22|50.17|14.94|2.75|52.42|0.12|12.06|335.662|54.811|341.815|0.017|0.041|0.029|||
499|14/5/22 6.26|14.17721087|-172.5606945|44.89|20.87|50.18|14.99|2.5|52.43|0.01|12.08|334.554|55.675|341.094|0.017|0.042|0.026|||
500|14/5/22 6.26|14.70356135|-172.1542982|44.2|20.72|50.31|14.95|2.49|52.54|0.11|12.19|333.845|54.778|341.625|0.013|0.043|0.028|||
501|14/5/22 6.26|15.23031905|-171.7447236|44.4|21.24|50.25|15.11|2.85|52.55|0.01|12.20|334.759|54.112|342.833|0.02|0.039|0.027|||
502|14/5/22 6.26|15.75510674|-171.3336991|44.84|20.83|50.1|15.32|3|52.48|-0.07|12.12|336.156|55.358|342.821|0.019|0.042|0.028|||
503|14/5/22 6.27|16.27907726|-170.92021|44.47|20.24|50.07|15.33|3.41|52.48|0.00|12.12|335.022|55.803|342.087|0.014|0.041|0.026|||
504|14/5/22 6.27|16.8024649|-170.5039448|44.13|22|49.95|15.38|3.9|52.41|-0.07|12.05|335.637|55.344|342.897|0.018|0.042|0.026|||
505|14/5/22 6.27|17.32438375|-170.0854849|44.38|20.72|49.7|15.39|4.23|52.20|-0.21|11.85|336.144|54.347|344.065|0.015|0.042|0.028|||
506|14/5/22 6.27|17.84585563|-169.6638836|45.04|20.69|49.63|15.45|4.72|52.19|-0.01|11.84|336.277|54.397|344.831|0.013|0.042|0.028|||
507|14/5/22 6.27|18.36540933|-169.2402047|44.43|20.89|49.49|15.47|5.2|52.11|-0.08|11.76|337.115|55.039|344.609|0.016|0.041|0.025|||
508|14/5/22 6.27|18.88421014|-168.8133726|44.38|22.99|49.41|15.52|5.74|52.11|0.00|11.75|336.524|54.67|345.542|0.017|0.041|0.026|||
509|14/5/22 6.28|19.40193879|-168.3835123|44.5|21.54|49.32|15.49|5.91|52.03|-0.08|11.68|337.223|54.643|346.133|0.013|0.041|0.028|||
510|14/5/22 6.28|19.91877901|-167.9503315|44.4|21.25|49.38|15.5|6.39|52.15|0.12|11.79|336.869|54.998|346.939|0.018|0.041|0.028|||
511|14/5/22 6.28|20.43372939|-167.5145357|44.97|19.7|49.16|15.56|6.92|52.03|-0.12|11.67|337.139|55.549|347.471|0.016|0.041|0.027|||
512|14/5/22 6.28|20.94900238|-167.0741001|44.59|20.37|48.99|15.55|7.2|51.90|-0.13|11.55|338.544|56.504|347.111|0.02|0.041|0.027|||
513|14/5/22 6.28|21.4607464|-166.6321816|44.24|20.85|48.89|15.42|7.7|51.84|-0.06|11.48|338.396|55.011|349.12|0.015|0.039|0.027|||
